@timestamp,system.memory.used.pct,label
01/01/2018 00:00,0.8429,0
01/01/2018 00:00,0.8471,0
01/01/2018 00:00,0.8489,0
01/01/2018 00:00,0.8547,0
01/01/2018 00:00,0.8558,0
01/01/2018 00:00,0.8574,0
01/01/2018 00:01,0.8577,0
01/01/2018 00:01,0.8873,0
01/01/2018 00:01,0.8876,0
01/01/2018 00:01,0.8881,0
01/01/2018 00:01,0.8883,0
01/01/2018 00:01,0.8885,0
01/01/2018 00:02,0.8889,0
01/01/2018 00:02,0.8882,0
01/01/2018 00:02,0.8821,0
01/01/2018 00:02,0.8821,0
01/01/2018 00:02,0.8821,0
01/01/2018 00:02,0.8821,0
01/01/2018 00:03,0.8825,0
01/01/2018 00:03,0.8827,0
01/01/2018 00:03,0.8826,0
01/01/2018 00:03,0.8831,0
01/01/2018 00:03,0.8831,0
01/01/2018 00:03,0.8832,0
01/01/2018 00:04,0.8835,0
01/01/2018 00:04,0.8871,0
01/01/2018 00:04,0.8871,0
01/01/2018 00:04,0.8899,0
01/01/2018 00:04,0.8898,0
01/01/2018 00:04,0.8899,0
01/01/2018 00:05,0.8927,0
01/01/2018 00:05,0.8929,0
01/01/2018 00:05,0.8934,0
01/01/2018 00:05,0.8939,0
01/01/2018 00:05,0.8947,0
01/01/2018 00:05,0.8947,0
01/01/2018 00:06,0.8951,0
01/01/2018 00:06,0.8962,0
01/01/2018 00:06,0.8962,0
01/01/2018 00:06,0.8966,0
01/01/2018 00:06,0.8966,0
01/01/2018 00:06,0.8967,0
01/01/2018 00:07,0.8971,0
01/01/2018 00:07,0.8973,0
01/01/2018 00:07,0.8973,0
01/01/2018 00:07,0.8976,0
01/01/2018 00:07,0.8977,0
01/01/2018 00:07,0.8977,0
01/01/2018 00:08,0.8981,0
01/01/2018 00:08,0.8983,0
01/01/2018 00:08,0.8983,0
01/01/2018 00:08,0.8986,0
01/01/2018 00:08,0.8987,0
01/01/2018 00:08,0.8988,0
01/01/2018 00:09,0.8991,0
01/01/2018 00:09,0.8993,0
01/01/2018 00:09,0.8993,0
01/01/2018 00:09,0.8997,0
01/01/2018 00:09,0.8996,0
01/01/2018 00:09,0.8996,0
01/01/2018 00:10,0.9001,0
01/01/2018 00:10,0.9003,0
01/01/2018 00:10,0.9003,0
01/01/2018 00:10,0.9006,0
01/01/2018 00:10,0.9006,0
01/01/2018 00:10,0.9006,0
01/01/2018 00:11,0.901,0
01/01/2018 00:11,0.9013,0
01/01/2018 00:11,0.9013,0
01/01/2018 00:11,0.9017,0
01/01/2018 00:11,0.9017,0
01/01/2018 00:11,0.9017,0
01/01/2018 00:12,0.9021,0
01/01/2018 00:12,0.9022,0
01/01/2018 00:12,0.9022,0
01/01/2018 00:12,0.9026,0
01/01/2018 00:12,0.9026,0
01/01/2018 00:12,0.9027,0
01/01/2018 00:13,0.9032,0
01/01/2018 00:13,0.9033,0
01/01/2018 00:13,0.9033,0
01/01/2018 00:13,0.9037,0
01/01/2018 00:13,0.9038,0
01/01/2018 00:13,0.9037,0
01/01/2018 00:14,0.9042,0
01/01/2018 00:14,0.9046,0
01/01/2018 00:14,0.9047,0
01/01/2018 00:14,0.9049,0
01/01/2018 00:14,0.905,0
01/01/2018 00:14,0.9103,0
01/01/2018 00:15,0.9107,0
01/01/2018 00:15,0.9126,0
01/01/2018 00:15,0.9146,0
01/01/2018 00:15,0.9155,0
01/01/2018 00:15,0.9163,0
01/01/2018 00:15,0.9189,0
01/01/2018 00:16,0.9191,0
01/01/2018 00:16,0.9197,0
01/01/2018 00:16,0.9197,0
01/01/2018 00:16,0.9202,0
01/01/2018 00:16,0.9204,0
01/01/2018 00:16,0.9175,0
01/01/2018 00:17,0.9177,0
01/01/2018 00:17,0.9178,0
01/01/2018 00:17,0.918,0
01/01/2018 00:17,0.9182,0
01/01/2018 00:17,0.9183,0
01/01/2018 00:17,0.9183,0
01/01/2018 00:18,0.9178,0
01/01/2018 00:18,0.9179,0
01/01/2018 00:18,0.918,0
01/01/2018 00:18,0.9128,0
01/01/2018 00:18,0.9129,0
01/01/2018 00:18,0.9127,0
01/01/2018 00:19,0.9128,0
01/01/2018 00:19,0.9131,0
01/01/2018 00:19,0.913,0
01/01/2018 00:19,0.9133,0
01/01/2018 00:19,0.9134,0
01/01/2018 00:19,0.9134,0
01/01/2018 00:20,0.9138,0
01/01/2018 00:20,0.914,0
01/01/2018 00:20,0.914,0
01/01/2018 00:20,0.9144,0
01/01/2018 00:20,0.9143,0
01/01/2018 00:20,0.9143,0
01/01/2018 00:21,0.9147,0
01/01/2018 00:21,0.9152,0
01/01/2018 00:21,0.9152,0
01/01/2018 00:21,0.9154,0
01/01/2018 00:21,0.9155,0
01/01/2018 00:21,0.9155,0
01/01/2018 00:22,0.9159,0
01/01/2018 00:22,0.9161,0
01/01/2018 00:22,0.9161,0
01/01/2018 00:22,0.9165,0
01/01/2018 00:22,0.9167,0
